date,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate
2015-01-02,91.08,52.69,2.114,0.12,1.71
2015-01-05,91.38,50.04,2.034,0.12,1.64
2015-01-06,91.5,47.93,1.938,0.12,1.56
2015-01-07,91.89,48.65,1.969,0.12,1.57
2015-01-08,92.37,48.79,2.018,0.12,1.62
2015-01-09,91.94,48.36,1.95,0.12,1.62
2015-01-12,91.98,46.07,1.909,0.12,1.57
2015-01-13,92.31,45.89,1.905,0.12,1.54
2015-01-14,92.16,48.48,1.855,0.12,1.57
2015-01-15,92.35,46.25,1.728,0.12,1.58
2015-01-16,92.52,48.69,1.831,0.13,1.6
2015-01-20,93.05,46.39,1.791,0.12,1.59
2015-01-21,92.9,47.78,1.875,0.12,1.61
2015-01-22,94.08,46.31,1.872,0.12,1.61
2015-01-23,94.76,45.59,1.789,0.12,1.6
2015-01-26,94.8,45.15,1.828,0.12,1.61
2015-01-27,94.02,46.23,1.828,0.11,1.66
2015-01-28,94.47,44.45,1.719,0.12,1.61
2015-01-29,94.78,44.53,1.756,0.11,1.62
2015-01-30,94.8,48.24,1.639,0.06,1.65
2015-02-02,94.5,49.57,1.674,0.12,1.65
2015-02-03,93.6,53.05,1.798,0.12,1.7
2015-02-04,93.99,48.45,1.747,0.11,1.71
2015-02-05,93.57,50.48,1.817,0.12,1.7
2015-02-06,95.85,51.69,1.958,0.11,1.71
2015-02-09,94.45,52.86,1.978,0.12,1.71
2015-02-10,94.76,50.02,2.004,0.12,1.7
2015-02-11,94.98,48.84,2.021,0.12,1.68
2015-02-12,94.09,51.21,1.988,0.12,1.66
2015-02-13,94.2,52.78,2.047,0.12,1.68
2015-02-17,94.06,53.53,2.145,0.12,1.71
2015-02-18,94.2,52.14,2.085,0.12,1.71
2015-02-19,94.4,51.16,2.122,0.12,1.74
2015-02-20,94.34,50.34,2.115,0.12,1.75
2015-02-23,94.57,49.45,2.061,0.11,1.72
2015-02-24,94.49,49.28,1.972,0.11,1.72
2015-02-25,94.21,50.99,1.972,0.11,1.72
2015-02-26,95.29,48.17,2.031,0.11,1.79
2015-02-27,95.32,49.76,1.996,0.06,1.83
2015-03-02,95.46,49.59,2.089,0.12,1.83
2015-03-03,95.38,50.52,2.122,0.12,1.86
2015-03-04,95.97,51.53,2.119,0.11,1.87
2015-03-05,96.38,50.76,2.117,0.11,1.84
2015-03-06,97.61,49.61,2.247,0.12,1.83
2015-03-09,97.59,50.0,2.192,0.12,1.76
2015-03-10,98.62,48.29,2.121,0.12,1.73
2015-03-11,99.8,48.17,2.109,0.11,1.72
2015-03-12,99.44,47.05,2.11,0.11,1.71
2015-03-13,100.33,44.84,2.118,0.11,1.69
2015-03-16,99.6,43.88,2.074,0.12,1.65
2015-03-17,99.58,43.46,2.052,0.12,1.64
2015-03-18,98.55,44.66,1.918,0.11,1.7
2015-03-19,99.26,43.96,1.97,0.12,1.79
2015-03-20,97.91,45.72,1.932,0.12,1.76
2015-03-23,97.03,47.45,1.909,0.12,1.75
2015-03-24,97.19,47.51,1.873,0.11,1.77
2015-03-25,96.98,49.21,1.927,0.12,1.81
2015-03-26,97.44,51.43,1.996,0.11,1.8
2015-03-27,97.29,48.87,1.96,0.12,1.76
2015-03-30,97.97,48.68,1.953,0.12,1.73
2015-03-31,98.36,47.6,1.927,0.06,1.76
2015-04-01,98.19,50.09,1.859,0.12,1.8
2015-04-02,97.44,49.14,1.913,0.12,1.81
2015-04-03,96.55,49.14,1.842,0.12,1.83
2015-04-06,96.78,52.14,1.899,0.13,1.85
2015-04-07,97.83,53.98,1.887,0.12,1.85
2015-04-08,97.94,50.42,1.906,0.12,1.84
2015-04-09,99.16,50.79,1.963,0.12,1.84
2015-04-10,99.34,51.64,1.949,0.12,1.82
2015-04-13,99.49,51.91,1.93,0.13,1.8
2015-04-14,98.73,53.29,1.9,0.13,1.8
2015-04-15,98.32,56.39,1.89,0.13,1.84
2015-04-16,97.42,56.71,1.895,0.13,1.85
2015-04-17,97.52,55.74,1.865,0.13,1.89
2015-04-20,97.94,56.38,1.886,0.13,1.89
2015-04-21,98.0,55.26,1.911,0.13,1.86
2015-04-22,97.93,56.16,1.982,0.13,1.87
2015-04-23,97.28,57.74,1.954,0.13,1.89
2015-04-24,96.92,57.15,1.914,0.13,1.89
2015-04-27,96.77,56.99,1.926,0.13,1.91
2015-04-28,96.09,57.06,2.003,0.13,1.89
2015-04-29,95.21,58.58,2.046,0.13,1.92
2015-04-30,94.6,59.63,2.035,0.08,1.94
2015-05-01,95.3,59.15,2.112,0.13,1.94
2015-05-04,95.48,58.93,2.146,0.13,1.92
2015-05-05,95.08,60.4,2.182,0.13,1.94
2015-05-06,94.09,60.93,2.252,0.13,1.91
2015-05-07,94.64,58.94,2.178,0.13,1.88
2015-05-08,94.79,59.39,2.142,0.13,1.88
2015-05-11,95.01,59.25,2.287,0.13,1.88
2015-05-12,94.53,60.75,2.247,0.13,1.88
2015-05-13,93.62,60.5,2.295,0.13,1.86
2015-05-14,93.46,59.88,2.235,0.13,1.87
2015-05-15,93.14,59.69,2.148,0.13,1.83
2015-05-18,94.22,59.43,2.234,0.13,1.86
2015-05-19,95.27,57.26,2.29,0.12,1.85
2015-05-20,95.45,58.98,2.257,0.12,1.88
2015-05-21,95.25,60.72,2.195,0.12,1.84
2015-05-22,96.11,59.72,2.215,0.13,1.87
2015-05-26,97.3,58.03,2.142,0.12,1.82
2015-05-27,97.37,57.51,2.13,0.12,1.8
2015-05-28,96.97,57.68,2.135,0.12,1.8
2015-05-29,96.91,60.3,2.123,0.08,1.8
2015-06-01,97.39,60.2,2.183,0.12,1.8
2015-06-02,95.83,61.26,2.266,0.12,1.83
2015-06-03,95.47,59.64,2.361,0.13,1.83
2015-06-04,95.46,58.0,2.309,0.13,1.81
2015-06-05,96.31,59.13,2.409,0.13,1.86
2015-06-08,95.3,58.14,2.382,0.13,1.85
2015-06-09,95.17,60.14,2.442,0.13,1.86
2015-06-10,94.65,61.43,2.486,0.13,1.87
2015-06-11,94.98,60.77,2.381,0.13,1.83
2015-06-12,94.97,59.96,2.39,0.13,1.84
2015-06-15,94.81,59.52,2.36,0.13,1.85
2015-06-16,95.0,59.97,2.309,0.14,1.88
2015-06-17,94.3,59.92,2.32,0.14,1.9
2015-06-18,94.04,60.45,2.334,0.14,1.89
2015-06-19,94.08,59.61,2.261,0.13,1.86
2015-06-22,94.33,59.68,2.374,0.13,1.9
2015-06-23,95.43,61.01,2.414,0.13,1.92
2015-06-24,95.26,60.27,2.373,0.13,1.9
2015-06-25,95.19,59.7,2.412,0.13,1.91
2015-06-26,95.47,59.63,2.474,0.13,1.92
2015-06-29,94.79,58.33,2.328,0.14,1.87
2015-06-30,95.48,59.47,2.349,0.08,1.87
2015-07-01,96.31,56.96,2.427,0.13,1.89
2015-07-02,96.11,56.93,2.386,0.13,1.91
2015-07-06,96.3,52.53,2.29,0.13,1.87
2015-07-07,96.86,52.33,2.255,0.13,1.87
2015-07-08,96.29,51.65,2.197,0.13,1.83
2015-07-09,96.61,52.78,2.317,0.13,1.85
2015-07-10,96.03,52.74,2.401,0.13,1.87
2015-07-13,96.86,52.2,2.446,0.13,1.86
2015-07-14,96.64,53.04,2.397,0.13,1.85
2015-07-15,97.17,51.41,2.356,0.13,1.84
2015-07-16,97.67,50.91,2.356,0.14,1.84
2015-07-17,97.86,50.89,2.347,0.13,1.83
2015-07-20,98.03,50.15,2.38,0.14,1.82
2015-07-21,97.33,50.36,2.331,0.13,1.82
2015-07-22,97.6,49.19,2.327,0.13,1.8
2015-07-23,97.11,48.45,2.269,0.13,1.79
2015-07-24,97.24,48.14,2.262,0.13,1.76
2015-07-27,96.5,47.39,2.216,0.14,1.73
2015-07-28,96.77,47.98,2.25,0.14,1.75
2015-07-29,96.98,48.79,2.289,0.14,1.77
2015-07-30,97.56,48.52,2.257,0.14,1.77
2015-07-31,97.34,47.12,2.187,0.08,1.74
2015-08-03,97.49,45.17,2.15,0.14,1.7
2015-08-04,97.93,45.74,2.223,0.14,1.71
2015-08-05,97.96,45.15,2.27,0.14,1.7
2015-08-06,97.83,44.66,2.227,0.14,1.67
2015-08-07,97.56,43.87,2.166,0.14,1.66
2015-08-10,97.16,44.96,2.232,0.14,1.69
2015-08-11,97.29,43.08,2.143,0.15,1.66
2015-08-12,96.26,43.3,2.148,0.15,1.62
2015-08-13,96.44,42.23,2.189,0.15,1.62
2015-08-14,96.52,42.5,2.201,0.14,1.62
2015-08-17,96.81,41.87,2.17,0.15,1.58
2015-08-18,97.04,42.62,2.192,0.15,1.58
2015-08-19,96.36,40.8,2.129,0.15,1.57
2015-08-20,95.98,41.14,2.073,0.15,1.56
2015-08-21,95.01,40.45,2.045,0.15,1.53
2015-08-24,93.33,38.24,2.012,0.15,1.49
2015-08-25,94.53,39.31,2.078,0.15,1.53
2015-08-26,95.1,38.6,2.18,0.14,1.53
2015-08-27,95.61,42.56,2.191,0.14,1.58
2015-08-28,96.11,45.22,2.184,0.14,1.61
2015-08-31,95.82,49.2,2.214,0.08,1.63
2015-09-01,95.45,45.41,2.159,0.14,1.57
2015-09-02,95.83,46.25,2.188,0.14,1.56
2015-09-03,96.41,46.75,2.163,0.14,1.54
2015-09-04,96.23,46.05,2.131,0.14,1.51
2015-09-08,95.98,45.94,2.186,0.14,1.53
2015-09-09,96.01,44.15,2.195,0.14,1.56
2015-09-10,95.46,45.92,2.227,0.14,1.59
2015-09-11,95.19,44.63,2.187,0.14,1.59
2015-09-14,95.25,44.0,2.183,0.14,1.56
2015-09-15,95.61,44.59,2.292,0.14,1.56
2015-09-16,95.42,47.15,2.296,0.14,1.57
2015-09-17,94.55,46.9,2.192,0.14,1.58
2015-09-18,94.86,44.68,2.134,0.14,1.55
2015-09-21,95.89,46.68,2.199,0.14,1.54
2015-09-22,96.28,45.83,2.132,0.14,1.51
2015-09-23,96.07,44.48,2.151,0.14,1.52
2015-09-24,96.69,44.91,2.128,0.14,1.49
2015-09-25,96.27,45.7,2.166,0.13,1.46
2015-09-28,96.03,44.43,2.098,0.13,1.39
2015-09-29,95.86,45.23,2.06,0.13,1.39
2015-09-30,96.35,45.09,2.035,0.07,1.41
2015-10-01,96.19,44.74,2.042,0.13,1.46
2015-10-02,95.83,45.54,1.991,0.13,1.48
2015-10-05,96.11,46.26,2.058,0.13,1.51
2015-10-06,95.45,48.53,2.035,0.13,1.52
2015-10-07,95.5,47.81,2.065,0.13,1.55
2015-10-08,95.32,49.43,2.102,0.13,1.58
2015-10-09,94.81,49.63,2.09,0.13,1.54
2015-10-13,94.76,46.66,2.042,0.13,1.52
2015-10-14,93.93,46.64,1.975,0.13,1.49
2015-10-15,94.37,46.38,2.019,0.13,1.5
2015-10-16,94.54,47.26,2.035,0.13,1.48
2015-10-19,94.93,45.89,2.023,0.13,1.45
2015-10-20,94.91,45.55,2.069,0.13,1.48
2015-10-21,95.03,45.2,2.028,0.13,1.45
2015-10-22,96.38,45.38,2.028,0.12,1.47
2015-10-23,97.13,44.6,2.087,0.12,1.51
2015-10-26,96.86,43.98,2.058,0.12,1.48
2015-10-27,96.91,43.2,2.037,0.12,1.48
2015-10-28,97.78,45.94,2.101,0.12,1.47
2015-10-29,97.28,46.06,2.172,0.12,1.52
2015-10-30,96.95,46.59,2.146,0.07,1.53
2015-11-02,96.93,46.14,2.176,0.12,1.55
2015-11-03,97.16,47.9,2.218,0.12,1.58
2015-11-04,97.95,46.32,2.227,0.12,1.57
2015-11-05,97.94,45.2,2.236,0.12,1.55
2015-11-06,99.17,44.29,2.325,0.12,1.59
2015-11-09,98.98,43.87,2.349,0.12,1.6
2015-11-10,99.29,44.21,2.336,0.12,1.55
2015-11-12,98.65,41.75,2.315,0.12,1.54
2015-11-13,99.0,40.74,2.275,0.12,1.52
2015-11-16,99.44,41.74,2.271,0.13,1.51
2015-11-17,99.63,40.67,2.268,0.13,1.53
2015-11-18,99.65,40.75,2.273,0.12,1.56
2015-11-19,98.99,40.54,2.247,0.12,1.56
2015-11-20,99.56,40.39,2.264,0.12,1.6
2015-11-23,99.8,41.75,2.243,0.12,1.61
2015-11-24,99.53,42.87,2.239,0.12,1.62
2015-11-25,99.8,43.04,2.234,0.12,1.61
2015-11-27,100.02,41.71,2.222,0.12,1.6
2015-11-30,100.17,41.65,2.208,0.08,1.59
2015-12-01,99.8,41.85,2.145,0.13,1.57
2015-12-02,99.99,39.94,2.178,0.13,1.56
2015-12-03,97.62,41.08,2.321,0.13,1.61
2015-12-04,98.35,39.97,2.273,0.13,1.6
2015-12-07,98.66,37.65,2.236,0.13,1.56
2015-12-08,98.47,37.51,2.222,0.13,1.56
2015-12-09,97.34,37.16,2.211,0.14,1.53
2015-12-10,97.94,36.76,2.234,0.14,1.51
2015-12-11,97.56,35.62,2.132,0.14,1.46
2015-12-14,97.6,36.31,2.225,0.15,1.45
2015-12-15,98.22,37.35,2.268,0.15,1.48
2015-12-16,97.87,35.52,2.298,0.15,1.46
2015-12-17,99.27,34.95,2.225,0.37,1.47
2015-12-18,98.7,34.73,2.204,0.37,1.46
2015-12-21,98.36,34.74,2.195,0.36,1.45
2015-12-22,98.23,36.14,2.237,0.36,1.46
2015-12-23,98.34,37.5,2.259,0.36,1.51
2015-12-24,97.98,38.1,2.245,0.36,1.52
2015-12-28,97.92,36.81,2.232,0.36,1.5
2015-12-29,98.1,37.87,2.308,0.36,1.53
2015-12-30,98.27,36.6,2.294,0.35,1.54
2015-12-31,98.63,37.04,2.269,0.2,1.54
2016-01-04,98.87,36.76,2.243,0.36,1.55
2016-01-05,99.4,35.97,2.239,0.36,1.56
2016-01-06,99.18,33.97,2.17,0.36,1.53
2016-01-07,98.22,33.27,2.149,0.36,1.5
2016-01-08,98.54,33.16,2.116,0.36,1.48
2016-01-11,98.72,31.41,2.175,0.36,1.45
2016-01-12,98.97,30.44,2.105,0.36,1.43
2016-01-13,98.93,30.48,2.091,0.36,1.43
2016-01-14,99.09,31.2,2.091,0.36,1.43
2016-01-15,98.96,29.42,2.037,0.36,1.36
2016-01-19,98.99,28.46,2.056,0.36,1.38
2016-01-20,99.09,26.55,1.988,0.37,1.32
2016-01-21,99.06,29.53,2.028,0.37,1.28
2016-01-22,99.57,32.19,2.057,0.38,1.35
2016-01-25,99.36,30.34,2.006,0.38,1.34
2016-01-26,99.36,31.45,2.003,0.38,1.36
2016-01-27,98.9,32.3,2.003,0.38,1.4
2016-01-28,98.51,33.22,1.982,0.38,1.42
2016-01-29,99.61,33.62,1.923,0.29,1.41
2016-02-01,99.01,31.62,1.95,0.38,1.4
2016-02-02,98.87,29.88,1.852,0.38,1.36
2016-02-03,97.29,32.28,1.883,0.38,1.38
2016-02-04,96.47,31.72,1.846,0.38,1.36
2016-02-05,97.03,30.89,1.843,0.38,1.33
2016-02-08,96.57,29.69,1.748,0.38,1.23
2016-02-09,96.07,27.94,1.731,0.38,1.21
2016-02-10,95.89,27.45,1.673,0.38,1.21
2016-02-11,95.56,26.21,1.664,0.38,1.18
2016-02-12,95.94,29.44,1.746,0.38,1.25
2016-02-16,96.87,29.04,1.779,0.38,1.25
2016-02-17,96.79,30.66,1.816,0.37,1.28
2016-02-18,96.95,30.77,1.741,0.38,1.24
2016-02-19,96.6,29.64,1.743,0.38,1.26
2016-02-22,97.38,31.48,1.755,0.38,1.31
2016-02-23,97.48,31.87,1.716,0.38,1.32
2016-02-24,97.46,32.15,1.752,0.38,1.36
2016-02-25,97.29,33.07,1.714,0.37,1.39
2016-02-26,98.15,32.78,1.764,0.37,1.41
2016-02-29,98.21,33.75,1.738,0.29,1.42
2016-03-01,98.35,34.4,1.827,0.36,1.48
2016-03-02,98.21,34.66,1.835,0.37,1.51
2016-03-03,97.59,34.57,1.835,0.37,1.53
2016-03-04,97.34,35.92,1.876,0.36,1.51
2016-03-07,97.07,37.9,1.904,0.36,1.48
2016-03-08,97.21,36.5,1.831,0.36,1.46
2016-03-09,97.17,38.29,1.88,0.36,1.51
2016-03-10,96.07,37.84,1.936,0.36,1.48
2016-03-11,96.17,38.5,1.98,0.36,1.54
2016-03-14,96.62,37.18,1.961,0.36,1.52
2016-03-15,96.63,36.34,1.968,0.37,1.5
2016-03-16,95.89,38.46,1.913,0.37,1.58
2016-03-17,94.76,40.2,1.898,0.37,1.57
2016-03-18,95.09,39.44,1.877,0.37,1.61
2016-03-21,95.29,39.91,1.917,0.37,1.64
2016-03-22,95.65,41.45,1.944,0.37,1.63
2016-03-23,96.05,39.79,1.879,0.37,1.58
2016-03-24,96.14,39.46,1.9,0.37,1.57
2016-03-28,95.94,39.39,1.883,0.37,1.56
2016-03-29,95.16,38.28,1.804,0.37,1.61
2016-03-30,94.84,38.32,1.828,0.37,1.65
2016-03-31,94.59,38.34,1.77,0.25,1.62
2016-04-01,94.62,36.79,1.774,0.37,1.62
2016-04-04,94.51,35.7,1.762,0.37,1.64
2016-04-05,94.63,35.89,1.72,0.37,1.59
2016-04-06,94.43,37.75,1.758,0.37,1.59
2016-04-07,94.48,37.26,1.687,0.37,1.58
2016-04-08,94.23,39.72,1.717,0.37,1.58
2016-04-11,93.95,40.36,1.722,0.37,1.56
2016-04-12,93.96,42.17,1.776,0.37,1.57
2016-04-13,94.74,41.76,1.766,0.37,1.56
2016-04-14,94.9,41.5,1.792,0.37,1.56
2016-04-15,94.7,40.36,1.753,0.37,1.56
2016-04-18,94.49,39.78,1.771,0.37,1.57
2016-04-19,93.98,41.08,1.787,0.37,1.6
2016-04-20,94.49,42.63,1.845,0.37,1.62
2016-04-21,94.6,43.18,1.865,0.37,1.64
2016-04-22,95.12,43.73,1.891,0.37,1.64
2016-04-25,94.84,42.64,1.914,0.37,1.65
2016-04-26,94.57,44.04,1.931,0.37,1.67
2016-04-27,94.39,45.33,1.852,0.37,1.68
2016-04-28,93.76,46.03,1.824,0.37,1.72
2016-04-29,93.08,45.92,1.835,0.3,1.71
2016-05-02,92.63,44.78,1.872,0.37,1.68
2016-05-03,92.94,43.65,1.796,0.37,1.64
2016-05-04,93.18,43.78,1.777,0.37,1.63
2016-05-05,93.78,44.32,1.742,0.37,1.63
2016-05-06,93.89,44.66,1.779,0.37,1.61
2016-05-09,94.13,43.44,1.751,0.37,1.59
2016-05-10,94.29,44.66,1.754,0.37,1.62
2016-05-11,93.82,46.23,1.735,0.37,1.59
2016-05-12,94.15,46.7,1.748,0.37,1.6
2016-05-13,94.61,46.21,1.702,0.37,1.58
2016-05-16,94.57,47.72,1.757,0.37,1.6
2016-05-17,94.55,48.31,1.772,0.37,1.61
2016-05-18,95.08,48.19,1.859,0.37,1.61
2016-05-19,95.29,48.16,1.847,0.37,1.56
2016-05-20,95.33,47.75,1.844,0.37,1.56
2016-05-23,95.23,48.08,1.835,0.37,1.54
2016-05-24,95.57,48.62,1.865,0.37,1.55
2016-05-25,95.35,49.56,1.872,0.37,1.58
2016-05-26,95.17,49.48,1.83,0.37,1.58
2016-05-27,95.52,49.33,1.851,0.37,1.58
2016-05-31,95.89,49.1,1.851,0.29,1.54
2016-06-01,95.45,49.01,1.839,0.37,1.54
2016-06-02,95.56,49.17,1.799,0.37,1.54
2016-06-03,94.03,48.62,1.702,0.37,1.52
2016-06-06,93.9,49.69,1.737,0.37,1.54
2016-06-07,93.83,50.36,1.716,0.37,1.57
2016-06-08,93.59,51.23,1.704,0.37,1.59
2016-06-09,93.95,50.56,1.682,0.37,1.56
2016-06-10,94.57,49.07,1.644,0.37,1.52
2016-06-13,94.36,48.88,1.613,0.37,1.47
2016-06-14,94.93,48.49,1.613,0.37,1.45
2016-06-15,94.61,48.01,1.575,0.37,1.47
2016-06-16,94.57,46.21,1.579,0.38,1.42
2016-06-17,94.21,47.98,1.611,0.38,1.42
2016-06-20,93.61,49.37,1.678,0.38,1.43
2016-06-21,94.02,48.85,1.709,0.38,1.43
2016-06-22,93.72,49.13,1.687,0.38,1.44
2016-06-23,93.53,50.11,1.744,0.39,1.5
2016-06-24,95.45,47.64,1.562,0.4,1.42
2016-06-27,96.54,46.33,1.444,0.41,1.34
2016-06-28,96.25,47.85,1.465,0.41,1.37
2016-06-29,95.77,49.88,1.517,0.41,1.4
2016-06-30,96.14,48.33,1.475,0.3,1.4
2016-07-01,95.65,48.99,1.456,0.41,1.43
2016-07-05,96.17,46.6,1.375,0.4,1.4
2016-07-06,96.05,47.43,1.373,0.4,1.43
2016-07-07,96.33,45.14,1.385,0.4,1.43
2016-07-08,96.3,45.41,1.358,0.4,1.43
2016-07-11,96.57,44.76,1.43,0.4,1.42
2016-07-12,96.44,46.8,1.507,0.4,1.46
2016-07-13,96.22,44.75,1.473,0.4,1.45
2016-07-14,96.08,45.68,1.537,0.4,1.45
2016-07-15,96.58,45.95,1.558,0.4,1.49
2016-07-18,96.56,45.24,1.582,0.4,1.49
2016-07-19,97.06,44.65,1.558,0.4,1.44
2016-07-20,97.2,44.94,1.58,0.4,1.46
2016-07-21,97.0,44.75,1.556,0.4,1.52
2016-07-22,97.47,44.19,1.566,0.4,1.51
2016-07-25,97.29,43.13,1.575,0.4,1.5
2016-07-26,97.16,42.92,1.563,0.4,1.5
2016-07-27,97.05,41.92,1.503,0.4,1.49
2016-07-28,96.74,41.14,1.508,0.4,1.52
2016-07-29,95.53,41.6,1.45,0.3,1.49
2016-08-01,95.71,40.06,1.52,0.4,1.46
2016-08-02,95.06,39.51,1.554,0.4,1.44
2016-08-03,95.56,40.83,1.545,0.4,1.46
2016-08-04,95.76,41.93,1.503,0.4,1.47
2016-08-05,96.19,41.8,1.59,0.4,1.5
2016-08-08,96.4,43.02,1.592,0.4,1.51
2016-08-09,96.18,42.77,1.549,0.4,1.49
2016-08-10,95.65,41.71,1.513,0.4,1.44
2016-08-11,95.86,43.49,1.561,0.4,1.47
2016-08-12,95.72,44.49,1.51,0.4,1.44
2016-08-15,95.63,45.74,1.558,0.4,1.45
2016-08-16,94.79,46.58,1.575,0.4,1.44
2016-08-17,94.72,46.79,1.549,0.4,1.47
2016-08-18,94.16,48.22,1.534,0.4,1.47
2016-08-19,94.51,48.52,1.58,0.4,1.48
2016-08-22,94.52,47.05,1.544,0.4,1.47
2016-08-23,94.54,48.1,1.546,0.4,1.48
2016-08-24,94.79,46.77,1.563,0.4,1.48
2016-08-25,94.77,47.33,1.578,0.4,1.49
2016-08-26,95.57,47.64,1.628,0.4,1.47
2016-08-29,95.58,46.98,1.563,0.4,1.46
2016-08-30,96.05,46.35,1.57,0.4,1.46
2016-08-31,96.02,44.7,1.578,0.3,1.47
2016-09-01,95.65,43.16,1.568,0.4,1.45
2016-09-02,95.84,44.44,1.607,0.4,1.47
2016-09-06,94.82,44.83,1.536,0.4,1.49
2016-09-07,94.96,45.5,1.536,0.4,1.51
2016-09-08,95.03,47.62,1.601,0.4,1.52
2016-09-09,95.34,45.88,1.675,0.4,1.5
2016-09-12,95.09,46.29,1.666,0.4,1.51
2016-09-13,95.63,44.9,1.729,0.4,1.49
2016-09-14,95.33,43.58,1.698,0.4,1.49
2016-09-15,95.29,43.91,1.698,0.4,1.49
2016-09-16,96.11,43.03,1.694,0.4,1.51
2016-09-19,95.84,43.3,1.707,0.4,1.5
2016-09-20,96.02,43.44,1.693,0.4,1.49
2016-09-21,95.66,45.34,1.655,0.4,1.51
2016-09-22,95.45,46.32,1.618,0.4,1.55
2016-09-23,95.48,44.48,1.62,0.4,1.57
2016-09-26,95.3,45.93,1.584,0.4,1.54
2016-09-27,95.44,44.67,1.56,0.4,1.52
2016-09-28,95.43,47.05,1.572,0.4,1.56
2016-09-29,95.53,47.83,1.558,0.4,1.54
2016-09-30,95.46,48.24,1.598,0.29,1.6
2016-10-03,95.69,48.81,1.627,0.4,1.63
2016-10-04,96.17,48.69,1.69,0.4,1.62
2016-10-05,96.12,49.83,1.706,0.4,1.62
2016-10-06,96.77,50.44,1.739,0.4,1.64
2016-10-07,96.63,49.81,1.723,0.4,1.63
2016-10-11,97.69,50.79,1.767,0.41,1.64
2016-10-12,97.97,50.18,1.771,0.41,1.64
2016-10-13,97.52,50.44,1.746,0.41,1.63
2016-10-14,98.02,50.35,1.805,0.41,1.67
2016-10-17,97.89,49.94,1.768,0.41,1.68
2016-10-18,97.89,50.29,1.74,0.41,1.66
2016-10-19,97.92,51.6,1.747,0.41,1.68
2016-10-20,98.31,50.43,1.756,0.41,1.68
2016-10-21,98.69,50.85,1.736,0.41,1.67
2016-10-24,98.76,50.52,1.766,0.41,1.66
2016-10-25,98.72,49.96,1.758,0.41,1.7
2016-10-26,98.63,49.18,1.791,0.41,1.71
2016-10-27,98.89,49.72,1.85,0.41,1.72
2016-10-28,98.35,48.7,1.849,0.41,1.73
2016-10-31,98.44,46.86,1.826,0.31,1.73
2016-11-01,97.7,46.67,1.827,0.41,1.72
2016-11-02,97.4,45.34,1.801,0.41,1.7
2016-11-03,97.16,44.66,1.81,0.41,1.68
2016-11-04,97.06,44.07,1.778,0.41,1.68
2016-11-07,97.78,44.89,1.828,0.41,1.71
2016-11-08,97.86,44.98,1.858,0.41,1.73
2016-11-09,98.5,45.27,2.068,0.41,1.82
2016-11-10,98.78,44.66,2.138,0.41,1.88
2016-11-14,100.11,43.32,2.254,0.41,1.83
2016-11-15,100.23,45.81,2.23,0.41,1.82
2016-11-16,100.41,45.57,2.214,0.41,1.83
2016-11-17,100.89,45.42,2.297,0.41,1.87
2016-11-18,101.21,45.69,2.348,0.41,1.9
2016-11-21,101.05,47.49,2.314,0.41,1.91
2016-11-22,101.04,48.03,2.314,0.41,1.9
2016-11-23,101.7,47.96,2.355,0.41,1.92
2016-11-25,101.49,46.06,2.359,0.41,1.89
2016-11-28,101.33,47.08,2.312,0.41,1.85
2016-11-29,100.93,45.23,2.293,0.41,1.86
2016-11-30,101.5,49.44,2.39,0.31,1.94
2016-12-01,101.04,51.06,2.454,0.41,1.97
2016-12-02,100.77,51.68,2.392,0.41,1.91
2016-12-05,100.09,51.79,2.401,0.41,1.94
2016-12-06,100.49,50.93,2.392,0.41,1.95
2016-12-07,100.23,49.77,2.344,0.41,1.92
2016-12-08,101.1,50.84,2.409,0.41,1.95
2016-12-09,101.59,51.5,2.466,0.41,1.96
2016-12-12,101.03,52.83,2.477,0.41,1.98
2016-12-13,101.07,52.98,2.473,0.41,1.95
2016-12-14,101.76,51.04,2.567,0.41,1.94
2016-12-15,103.02,50.9,2.606,0.66,1.9
2016-12-16,102.95,51.9,2.599,0.66,1.86
2016-12-19,103.14,52.12,2.544,0.66,1.86
2016-12-20,103.29,52.23,2.56,0.66,1.9
2016-12-21,103.02,52.49,2.538,0.66,1.91
2016-12-22,103.09,52.95,2.553,0.66,1.95
2016-12-23,103.01,53.02,2.543,0.66,1.97
2016-12-27,103.02,53.9,2.561,0.66,1.99
2016-12-28,103.3,54.06,2.512,0.66,1.95
2016-12-29,102.68,53.77,2.477,0.66,1.94
2016-12-30,102.21,53.72,2.446,0.55,1.95
2017-01-03,103.21,52.33,2.448,0.66,1.98
2017-01-04,102.7,53.26,2.441,0.66,1.99
2017-01-05,101.52,53.76,2.348,0.66,1.95
2017-01-06,102.22,53.99,2.421,0.66,1.96
2017-01-09,101.93,51.96,2.368,0.66,1.95
2017-01-10,102.01,50.82,2.378,0.66,1.95
2017-01-11,101.78,52.25,2.37,0.66,1.99
2017-01-12,101.35,53.01,2.361,0.66,1.98
2017-01-13,101.18,52.37,2.398,0.66,1.99
2017-01-17,100.33,52.48,2.325,0.66,1.97
2017-01-18,100.93,51.08,2.428,0.66,2.0
2017-01-19,101.15,51.37,2.47,0.66,2.04
2017-01-20,100.74,52.42,2.467,0.66,2.04
2017-01-23,100.16,52.75,2.401,0.66,2.02
2017-01-24,100.35,53.18,2.465,0.66,2.06
2017-01-25,100.03,52.75,2.515,0.66,2.08
