"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","o-labels","o-normalise-visually-hidden","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Policymakers want to help with inflation but risk making it worse","https://www.ft.com/content/e14d2322-5c38-407d-8c83-c180843e776c","","","Tensions between governments and central banks emerge as soaring prices grip economies","https://www.ft.com/content/e14d2322-5c38-407d-8c83-c180843e776c","September 27, 2022","https://www.ft.com/content/e14d2322-5c38-407d-8c83-c180843e776c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7728045b-3896-4c4c-923f-c22eb8fe7b33.png?source=next&fit=scale-down&dpr=2&width=240"
"Central banks","https://www.ft.com/stream/a2ba2f54-495a-448f-9be5-09875e2f7083","Central banks should beware mistaking wage rises for an inflation problem","https://www.ft.com/content/b323e627-2de9-4d16-8adb-a08715bf3151","","","Profound changes in labour markets since the pandemic may mean that many workers and companies are more productive","https://www.ft.com/content/b323e627-2de9-4d16-8adb-a08715bf3151","December 18, 2022","https://www.ft.com/content/b323e627-2de9-4d16-8adb-a08715bf3151","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff974c6a5-c54d-4f86-b5d7-38d1f3dab8f4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","The Fed must avoid Volcker’s mistake on inflation","https://www.ft.com/content/45ab5a45-6f32-49b3-be5d-9193071de970","","","Initial reversal of policy to tackle rising prices led to higher unemployment and lost economic output","https://www.ft.com/content/45ab5a45-6f32-49b3-be5d-9193071de970","September 14, 2022","https://www.ft.com/content/45ab5a45-6f32-49b3-be5d-9193071de970","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fff7cd78c-7031-4597-8d1d-20214293760e.png?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","IMF warns high inflation will persist longer in UK than similar economies","https://www.ft.com/content/cd8c0d49-22ad-4d5f-bc8e-58e3ba53a6a0","","","Kwarteng’s unfunded tax cuts criticised as chancellor prepares to head to Washington for fund’s annual gathering","https://www.ft.com/content/cd8c0d49-22ad-4d5f-bc8e-58e3ba53a6a0","October 11, 2022","https://www.ft.com/content/cd8c0d49-22ad-4d5f-bc8e-58e3ba53a6a0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2d4c7552-bda6-4261-b3dc-716a1a50076d.png?source=next&fit=scale-down&dpr=2&width=240"
"Economists Exchange","https://www.ft.com/content/7c06f107-d026-425f-92ff-4c9a89249662","Loretta Mester: The costs of stopping tightening too early are high","https://www.ft.com/content/4487d4e4-f39d-422a-be86-511dd1d79a42","","","The president of the Federal Reserve’s Cleveland Reserve bank on the central bank’s plans to tackle inflation","https://www.ft.com/content/4487d4e4-f39d-422a-be86-511dd1d79a42","November 28, 2022","https://www.ft.com/content/4487d4e4-f39d-422a-be86-511dd1d79a42","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc60b79e6-1ba5-425c-bc7a-24b7c7c1de28.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Top Fed official warns US unemployment could hit 5% next year","https://www.ft.com/content/de68e9e7-0887-420b-a1ac-12c27009bbd6","","","John Williams says he expects job losses to rise as central bank battles inflation","https://www.ft.com/content/de68e9e7-0887-420b-a1ac-12c27009bbd6","November 28, 2022","https://www.ft.com/content/de68e9e7-0887-420b-a1ac-12c27009bbd6","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc9281b1f-7f19-4020-8db7-b00e527fb7f5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","What is your personal inflation rate?","https://www.ft.com/content/d1dc8d79-b0aa-4e44-b09e-083fe3e4fbf1","","","Our free online calculator reveals the pinch points in your budgets","https://www.ft.com/content/d1dc8d79-b0aa-4e44-b09e-083fe3e4fbf1","September 9, 2022","https://www.ft.com/content/d1dc8d79-b0aa-4e44-b09e-083fe3e4fbf1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fd195780c-c250-4969-8ec4-71ba3d00f5f1.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","UK inflation fall thanks to ‘grip on public spending’, Treasury secretary says","https://www.ft.com/content/f3fd8e3b-72b8-4330-be40-91f1403db181","","","The government’s “grip on public spending” and resistance against “massive calls to spend money” have contributed to falling inflation rates, the chie...","https://www.ft.com/content/f3fd8e3b-72b8-4330-be40-91f1403db181","","",""
"Federal Reserve","https://www.ft.com/stream/e5533208-e5cc-4be5-aea1-c464a9a205e3","There’s one inflation gauge that bucks the trend","https://www.ft.com/content/87cecb4b-bd7d-4aa5-b8ea-f509eb2a7031","","","The New York Fed’s often overlooked UIG believes US inflation is past its peak","https://www.ft.com/content/87cecb4b-bd7d-4aa5-b8ea-f509eb2a7031","October 31, 2022","https://www.ft.com/content/87cecb4b-bd7d-4aa5-b8ea-f509eb2a7031","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F067ffd93-d0c9-4cc0-9fd1-27a0f54add88.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Fed officials in danger of splitting on future rate rises, warn economists","https://www.ft.com/content/2fc01b1e-fe5b-43b2-825f-bf6a3679a9fd","","","Some dovish policymakers fear monetary tightening campaign may end up going too far","https://www.ft.com/content/2fc01b1e-fe5b-43b2-825f-bf6a3679a9fd","November 30, 2022","https://www.ft.com/content/2fc01b1e-fe5b-43b2-825f-bf6a3679a9fd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7db2fc23-d126-4790-9073-66e5007dc784.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation hits record 10% as energy prices continue to soar","https://www.ft.com/content/0a7d5bba-4355-4e4c-9f2a-d42b2298fed3","","","September’s double-digit figure bolsters calls for more big rate rises from ECB to slow price growth","https://www.ft.com/content/0a7d5bba-4355-4e4c-9f2a-d42b2298fed3","September 30, 2022","https://www.ft.com/content/0a7d5bba-4355-4e4c-9f2a-d42b2298fed3","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7c0045b5-8c25-401f-afb7-b98cae0fd394.png?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","High US inflation continues to cause concern","https://www.ft.com/content/8cbc005a-e885-4d2f-9efd-4f648397e12a","","","Plus, WHO warns China zero-Covid strategy is unsustainable and tips on creating a diverse workforce","https://www.ft.com/content/8cbc005a-e885-4d2f-9efd-4f648397e12a","May 11, 2022","https://www.ft.com/content/8cbc005a-e885-4d2f-9efd-4f648397e12a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8da94827-17a7-4622-ba07-2e92a7303e70.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Job data bad","https://www.ft.com/content/eab4ca4a-61f2-4e53-933a-89d27e87bf90","Premium","content","The Fed won’t go easy","https://www.ft.com/content/eab4ca4a-61f2-4e53-933a-89d27e87bf90","December 5, 2022","https://www.ft.com/content/eab4ca4a-61f2-4e53-933a-89d27e87bf90","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F700bccfa-23d3-4f86-b845-f33c484f8797.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Workers’ push to link wage rises to inflation unsettles central bankers","https://www.ft.com/content/3af9cfb0-df3d-4e64-9411-7747515577df","","","Pay deals that include indexation clauses are growing in parts of Europe and South America","https://www.ft.com/content/3af9cfb0-df3d-4e64-9411-7747515577df","September 15, 2022","https://www.ft.com/content/3af9cfb0-df3d-4e64-9411-7747515577df","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9b590d28-fe02-4821-bbb4-59971c06ba2c.png?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","The Great Reversal into a higher inflation environment","https://www.ft.com/content/c7c3675e-d6c9-42c1-bec3-19cbab162b91","","","Toxic combination of high debt and the shrinkage of central bank balance sheets greatly increases the risk of financial crises","https://www.ft.com/content/c7c3675e-d6c9-42c1-bec3-19cbab162b91","September 8, 2022","https://www.ft.com/content/c7c3675e-d6c9-42c1-bec3-19cbab162b91","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F81914494-9af5-4b27-8f48-0bb7fffb3fb4.png?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","How I learnt to stop worrying about public debt and inflation","https://www.ft.com/content/b4b1860e-ac02-4b9e-8770-ed9111208cfd","Premium","content","Some economic arguments for benign neglect","https://www.ft.com/content/b4b1860e-ac02-4b9e-8770-ed9111208cfd","September 22, 2022","https://www.ft.com/content/b4b1860e-ac02-4b9e-8770-ed9111208cfd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0753befe-f8a4-410b-9017-bf0133d8a5d9.png?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK inflation rate dips below 10% as petrol prices fall","https://www.ft.com/content/376c8d1d-6071-4c23-ba39-7a6e734d3947","","","Rise in food and services costs keeps pressure on Bank of England to increase rates","https://www.ft.com/content/376c8d1d-6071-4c23-ba39-7a6e734d3947","September 14, 2022","https://www.ft.com/content/376c8d1d-6071-4c23-ba39-7a6e734d3947","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6d77f2a0-2773-4590-b87e-c527f37bbe1f.png?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Inflation’s decline will not be as dramatic as its rise","https://www.ft.com/content/a28d7978-0916-42c6-9aa1-e7b7870d0684","Premium","content","Price pressures might have reached their peak, but the descent is unlikely to be as swift as the surge","https://www.ft.com/content/a28d7978-0916-42c6-9aa1-e7b7870d0684","August 11, 2022","https://www.ft.com/content/a28d7978-0916-42c6-9aa1-e7b7870d0684","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1877c3ab-aa10-49d2-aa4d-bac2e2b47b44.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK food price rises reach 14-year high in October","https://www.ft.com/content/59599b3c-c5e4-4da6-8988-4de089109bcc","","","Inflation could add £682 to Britons’ annual grocery bill, with further increases expected, shows Kantar study","https://www.ft.com/content/59599b3c-c5e4-4da6-8988-4de089109bcc","November 8, 2022","https://www.ft.com/content/59599b3c-c5e4-4da6-8988-4de089109bcc","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fff3e08d2-cb7b-46af-9496-d4dbfd750ede.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","Did US inflation ease in October?","https://www.ft.com/content/ed54e347-38f0-42e9-befe-450f36443de8","","","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/ed54e347-38f0-42e9-befe-450f36443de8","November 6, 2022","https://www.ft.com/content/ed54e347-38f0-42e9-befe-450f36443de8","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fed035a60-b113-4fd0-a0c6-fc90267ca681.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Markets","https://www.ft.com/stream/c91b1fad-1097-468b-be82-9a8ff717d54c","Will UK inflation follow in the US’s footsteps?","https://www.ft.com/content/b47b2a7b-0f71-4b76-89c8-3b992f76e7a4","","","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/b47b2a7b-0f71-4b76-89c8-3b992f76e7a4","November 13, 2022","https://www.ft.com/content/b47b2a7b-0f71-4b76-89c8-3b992f76e7a4","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F08112418-6da6-46cd-a59c-98d2d17472b4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","The tricky balancing act for central banks","https://www.ft.com/content/96f68fc3-de13-4c22-965c-e92a53b6205c","","","Beating high inflation is vital, but risks of tighter policy are mounting","https://www.ft.com/content/96f68fc3-de13-4c22-965c-e92a53b6205c","October 30, 2022","https://www.ft.com/content/96f68fc3-de13-4c22-965c-e92a53b6205c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fea1a0180-e269-4bc7-8419-133231bf0966.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation rises to record 9.1%","https://www.ft.com/content/63e3e26b-2c59-400b-8556-564cb21a706e","","","Fresh high piles pressure on European Central Bank to raise rates substantially next week","https://www.ft.com/content/63e3e26b-2c59-400b-8556-564cb21a706e","August 31, 2022","https://www.ft.com/content/63e3e26b-2c59-400b-8556-564cb21a706e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4dc3855f-6c2f-443a-852b-6c7d6d56f67e.png?source=next&fit=scale-down&dpr=2&width=240"
"","","German inflation cools more than forecast to 6.5 per cent","https://www.ft.com/content/c6899177-8990-4c69-898a-518b5fc775c8","","","German inflation cooled more than expected to 6.5 per cent in July as slowing growth in the cost of food, services and non-energy goods led to a decel...","https://www.ft.com/content/c6899177-8990-4c69-898a-518b5fc775c8","","",""
"Markets","https://www.ft.com/stream/c91b1fad-1097-468b-be82-9a8ff717d54c","Cool inflation, giddy markets","https://www.ft.com/content/86a607f0-b6d3-4c54-a918-5895b26a78e9","Premium","content","And FTX, again","https://www.ft.com/content/86a607f0-b6d3-4c54-a918-5895b26a78e9","November 11, 2022","https://www.ft.com/content/86a607f0-b6d3-4c54-a918-5895b26a78e9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3e83a55d-188a-4651-a868-e55557abca49.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone inflation","https://www.ft.com/stream/17cd6e19-a695-47d2-80b0-3e94bc02d5e6","Eurozone inflation forecast to stay higher for longer as gas prices surge","https://www.ft.com/content/40cec809-3279-4066-add6-fbc31953e6c2","","","Economists predict consumer prices will exceed 10% this year, and recession will hit bloc in 2023","https://www.ft.com/content/40cec809-3279-4066-add6-fbc31953e6c2","August 30, 2022","https://www.ft.com/content/40cec809-3279-4066-add6-fbc31953e6c2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa693931f-9d2f-4ce7-bc9d-cd5fc8ee1974.png?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","ECB officials warn of ‘sacrifice’ needed to tame surging inflation","https://www.ft.com/content/5afd5140-605f-447d-a30c-cc7355ceea59","","","Hits to growth and employment may be necessary says Schnabel as Villeroy de Galhau warns inflation target ‘unconditional’","https://www.ft.com/content/5afd5140-605f-447d-a30c-cc7355ceea59","August 27, 2022","https://www.ft.com/content/5afd5140-605f-447d-a30c-cc7355ceea59","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8d5412b5-606d-49c9-8269-cf8d37226335.png?source=next&fit=scale-down&dpr=2&width=240"
"","","UK inflation falls to 7.9% in June, below forecasts","https://www.ft.com/content/49c5ac29-58a1-4b3f-be8f-d564d920cf90","","","UK inflation eased more than expected to 7.9 per cent in June, providing some relief for the Bank of England ahead of its monetary policy decision on ...","https://www.ft.com/content/49c5ac29-58a1-4b3f-be8f-d564d920cf90","","",""
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Expensive commutes and $14 lunches: how inflation hampers back-to-work push","https://www.ft.com/content/ad797b70-dd72-440a-a345-deff63b1f793","","","US workers balk at rising prices for travel, food and childcare","https://www.ft.com/content/ad797b70-dd72-440a-a345-deff63b1f793","September 27, 2022","https://www.ft.com/content/ad797b70-dd72-440a-a345-deff63b1f793","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fd8b14956-d92c-459f-9423-218629ae3523.png?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Wealth managers warn retail investors over rising inflation","https://www.ft.com/content/a4b1250b-1730-4a7e-a75b-9fc2114380ae","","","Alert follows 10.1% surge in UK consumer prices that was revealed this week","https://www.ft.com/content/a4b1250b-1730-4a7e-a75b-9fc2114380ae","August 19, 2022","https://www.ft.com/content/a4b1250b-1730-4a7e-a75b-9fc2114380ae","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6ceb9934-a767-4370-8bb8-011b8fea1803.png?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Hot milk: what rising prices tell us about inflation","https://www.ft.com/content/a001daf8-a84d-44eb-a1b9-2f64f6e1c6b7","","","If the cost of a basic commodity is surging in a competitive market then pressures may persist longer than some expect","https://www.ft.com/content/a001daf8-a84d-44eb-a1b9-2f64f6e1c6b7","August 19, 2022","https://www.ft.com/content/a001daf8-a84d-44eb-a1b9-2f64f6e1c6b7","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe7594a3f-f5b2-4ba4-bb42-ce57204e1871.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Markets","https://www.ft.com/stream/c91b1fad-1097-468b-be82-9a8ff717d54c","Inflation, a shelter story","https://www.ft.com/content/0b8b7aa4-f338-4210-9cbf-e2f7e5bbfecb","Premium","content","Plus, gilts are chill now","https://www.ft.com/content/0b8b7aa4-f338-4210-9cbf-e2f7e5bbfecb","October 14, 2022","https://www.ft.com/content/0b8b7aa4-f338-4210-9cbf-e2f7e5bbfecb","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6b8d87d2-e731-420f-9248-0092693fa15f.png?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK inflation rate rises to 40-year high of 10.1%","https://www.ft.com/content/2fb6f361-a7bb-4b98-8100-6847b5df79b4","","","Consumer price index in July registered double-digit annual increase for first time since 1982","https://www.ft.com/content/2fb6f361-a7bb-4b98-8100-6847b5df79b4","August 17, 2022","https://www.ft.com/content/2fb6f361-a7bb-4b98-8100-6847b5df79b4","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F000068cf-b9e3-4ef9-8c28-bd974ad440aa.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Inflation figures that seem like political calculations","https://www.ft.com/content/5af4f4d5-f2cd-4c01-b60a-201fad48db06","","","From Robert Simons, Leighton Buzzard, Bedfordshire, UK","https://www.ft.com/content/5af4f4d5-f2cd-4c01-b60a-201fad48db06","July 6, 2023","https://www.ft.com/content/5af4f4d5-f2cd-4c01-b60a-201fad48db06","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8db05c72-1315-4347-ad8e-a036f61dcf1e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Eurozone health check: growth is up but so is inflation","https://www.ft.com/content/2dec4a3f-0c42-4c5b-a6ad-19ccddc158d4","","","US inflation still running hot, tech boost for markets, oil companies beat profit records","https://www.ft.com/content/2dec4a3f-0c42-4c5b-a6ad-19ccddc158d4","July 29, 2022","https://www.ft.com/content/2dec4a3f-0c42-4c5b-a6ad-19ccddc158d4","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6dc47077-939e-4a8a-9e17-7b9b9527fdb0.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","The UK lacks a clear plan for fighting inflation","https://www.ft.com/content/7b015610-deca-4496-9700-987aa5c35dcd","Premium","content","Don’t try to tame price rises by using public services as an anchor","https://www.ft.com/content/7b015610-deca-4496-9700-987aa5c35dcd","August 4, 2022","https://www.ft.com/content/7b015610-deca-4496-9700-987aa5c35dcd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0462ed9b-b1dc-4f8d-8f07-972695c1f0bf.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","Rishi Sunak’s decisions have raised the spectre of an ‘inflation tax’","https://www.ft.com/content/8fb17616-c7d5-4696-89d2-2db97580446e","","","The effects of rising prices will make the chancellor’s claims to be cutting levies ring hollow","https://www.ft.com/content/8fb17616-c7d5-4696-89d2-2db97580446e","March 31, 2022","https://www.ft.com/content/8fb17616-c7d5-4696-89d2-2db97580446e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc1560d82-5cd8-4447-bf19-b09001d69f09.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Central banks","https://www.ft.com/stream/a2ba2f54-495a-448f-9be5-09875e2f7083","Inflation’s return changes the world","https://www.ft.com/content/4c4133be-531f-49eb-90ab-fb9293727326","","","Is this an enduring shift in the monetary environment or a temporary one? At the moment, we do not know","https://www.ft.com/content/4c4133be-531f-49eb-90ab-fb9293727326","July 4, 2023","https://www.ft.com/content/4c4133be-531f-49eb-90ab-fb9293727326","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F924ea46f-351c-4514-9f68-400f41de046c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK inflation","https://www.ft.com/stream/77b28b2b-7a5c-4103-a86f-9af8ba039296","UK inflation projected to hit 18.6% as gas prices surge","https://www.ft.com/content/778e65e1-6ec5-4fd7-98d5-9d701eb29567","","","Bank raises forecast as European gas price sets new record","https://www.ft.com/content/778e65e1-6ec5-4fd7-98d5-9d701eb29567","August 22, 2022","https://www.ft.com/content/778e65e1-6ec5-4fd7-98d5-9d701eb29567","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffbd7bee2-1de7-4605-877b-4bc519e94ee3.png?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","US inflation eased slightly in July on lower petrol prices","https://www.ft.com/content/9d0cc752-9e65-45aa-8fc2-de0999cf632d","","","Fed’s policy tightening campaign unlikely to be swayed by CPI figures showing annual price increase moderated to 8.5%","https://www.ft.com/content/9d0cc752-9e65-45aa-8fc2-de0999cf632d","August 10, 2022","https://www.ft.com/content/9d0cc752-9e65-45aa-8fc2-de0999cf632d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff27b1ede-cc54-4d17-9818-a79076c0e14e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Advice & Comment","https://www.ft.com/stream/b8e37e24-2cba-4561-810e-93143579352f","Investing to beat the inflation monster","https://www.ft.com/content/02358f98-234b-402b-89db-12b02a67f75b","","","Look for value in unloved sectors such as carmaking","https://www.ft.com/content/02358f98-234b-402b-89db-12b02a67f75b","October 21, 2022","https://www.ft.com/content/02358f98-234b-402b-89db-12b02a67f75b","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F273d23da-0969-4dd9-9f76-15879d9b5fe5.png?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","US consumer prices rise sharply despite Federal Reserve rate increases","https://www.ft.com/content/10a8f934-ee38-4d8e-b56e-5a27b7bb8f62","","","Persistence of high inflation triggers see-saw session on Wall Street as investors weigh tougher monetary response","https://www.ft.com/content/10a8f934-ee38-4d8e-b56e-5a27b7bb8f62","October 13, 2022","https://www.ft.com/content/10a8f934-ee38-4d8e-b56e-5a27b7bb8f62","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F06eaa04c-6bf7-40a3-b1ce-7064127ff0e7.png?source=next&fit=scale-down&dpr=2&width=240"
